brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure,min_price,max_price,avg_price,warranty_years,warranty_mileage,price_category,sales_level,brand_popularity,anomaly_score,is_anomaly
零跑汽车,零跑C10,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4fbd6a7c598d4e2c8edfe0d08b6179c0~tplv-resize:640:0.png?psm=motor.rank.data,12663,"[11.18, 15.18]",零跑汽车,45,中型SUV,增程式,2025.05,4年或12万公里,11.18,15.18,13.18,4.0,120000.0,中端,中等销量,7,0.0002481636018224322,False
比亚迪,元PLUS,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/0a5f95e3492e4cf6b15953b57949fe48~tplv-resize:640:0.png?psm=motor.rank.data,12661,"[10.38, 13.98]",比亚迪,46,紧凑型SUV,纯电动,2025.03,6年或15万公里,10.38,13.98,12.18,6.0,150000.0,中端,中等销量,41,0.00026354766055119945,False
比亚迪,海豹05DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/6df1594168fd4c91a5a246a6371ab175~tplv-resize:640:0.png?psm=motor.rank.data,12653,"[7.18, 9.58]",比亚迪,47,紧凑型车,插电式混合动力,2025.1,6年或15万公里,7.18,9.58,8.379999999999999,6.0,150000.0,经济型,中等销量,41,0.0005459707724827544,False
零跑汽车,零跑B01,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/5be73db764e24be994db9929909433f4~tplv-resize:640:0.png?psm=motor.rank.data,12652,"[8.98, 11.98]",零跑汽车,48,紧凑型车,纯电动,2025.07,4年或12万公里,8.98,11.98,10.48,4.0,120000.0,中端,中等销量,7,0.00028982560198692473,False
宝马,宝马3系,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8a3daca02bc04bfea188f572f278aaf6~tplv-resize:640:0.png?psm=motor.rank.data,12569,"[22.3, 28.7]",华晨宝马,49,中型车,汽油,2024.09,3年或10万公里,22.3,28.7,25.5,3.0,100000.0,高端,中等销量,8,0.0007289543501168283,False
大众,途岳,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/c33c6674860948149e5d808e05ae222d~tplv-resize:640:0.png?psm=motor.rank.data,12371,"[7.99, 16.49]",上汽大众,50,紧凑型SUV,汽油,2025.08,3年或10万公里,7.99,16.49,12.239999999999998,3.0,100000.0,中端,中等销量,25,0.0014979143169153706,False
奔腾,奔腾小马,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/d9b1ba6a4c814c4db94dcd4eb54fe36e~tplv-resize:640:0.png?psm=motor.rank.data,12365,"[2.49, 5.39]",一汽奔腾,51,微型车,纯电动,2025.07,3年或10万公里,2.49,5.39,3.94,3.0,100000.0,经济型,中等销量,8,0.0005809673211185633,False
理想汽车,理想L6,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/0cd0f362cc6440b4aff4feed0532f12f~tplv-resize:640:0.png?psm=motor.rank.data,12325,"[24.98, 27.98]",理想汽车,52,中大型SUV,增程式,2025.04,5年或10万公里,24.98,27.98,26.48,5.0,100000.0,高端,中等销量,7,0.003431084946522758,True
奥迪,奥迪Q5L,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/a56d9f6ed52742a1a285b07e14d7b0bd~tplv-resize:640:0.png?psm=motor.rank.data,12315,"[26.93, 33.09]",一汽奥迪,53,中型SUV,汽油,2025.02,3年或10万公里,26.93,33.09,30.01,3.0,100000.0,豪华型,中等销量,13,0.00168963479070332,False
丰田,威兰达,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f81c60b3512f4732baf8f9b8d3fc4fc1~tplv-resize:640:0.png?psm=motor.rank.data,12166,"[17.38, 26.48]",广汽丰田,54,紧凑型SUV,汽油,2024.05,3年或10万公里,17.38,26.48,21.93,3.0,100000.0,高端,中等销量,22,0.00036836422212127486,False
比亚迪,海狮05EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a1e7a25db465482d97f57c3153fad07b~tplv-resize:640:0.png?psm=motor.rank.data,12067,"[11.78, 13.78]",比亚迪,55,紧凑型SUV,纯电动,2025.03,6年或15万公里,11.78,13.78,12.78,6.0,150000.0,中端,中等销量,41,0.0007948023311216952,False
长安,长安CS75 PLUS,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ca979536da2c4cadb64281d0f33886d0~tplv-resize:640:0.png?psm=motor.rank.data,12060,"[8.99, 13.49]",长安汽车,56,紧凑型SUV,汽油,2025.03,3年或10万公里,8.99,13.49,11.24,3.0,100000.0,中端,中等销量,14,0.00012127885006433733,False
名爵,MG4,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/060d2565ceea40fca95c269f4a69aca6~tplv-resize:640:0.png?psm=motor.rank.data,11790,"[6.58, 9.98]",上汽集团,57,紧凑型车,纯电动,2025.08,6年或15万公里,6.58,9.98,8.280000000000001,6.0,150000.0,经济型,中等销量,6,0.0004175366924677967,False
丰田,亚洲龙,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b47ec0be1ba940aa8e02b93784b6949e~tplv-resize:640:0.png?psm=motor.rank.data,11640,"[13.58, 21.38]",一汽丰田,58,中型车,汽油,2024.07,3年或10万公里,13.58,21.38,17.48,3.0,100000.0,中端,中等销量,22,0.0003681610239193389,False
奔驰,奔驰GLC,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e8b4e398af9d4c8ea7656766509bc7d2~tplv-resize:640:0.png?psm=motor.rank.data,11600,"[36.78, 47.13]",北京奔驰,59,中型SUV,48V轻混系统,2024.11,3年不限公里,36.78,47.13,41.955,3.0,,豪华型,中等销量,12,0.001278355341261041,False
哈弗,哈弗猛龙PHEV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/213983851d424486ae8ad8908171174d~tplv-resize:640:0.png?psm=motor.rank.data,11141,"[14.58, 18.88]",长城汽车,60,紧凑型SUV,插电式混合动力,2025.08,6年或15万公里,14.58,18.88,16.73,6.0,150000.0,中端,中等销量,7,0.00024379694174994746,False
乐道,乐道L90,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f3b81a81645946f08f21d23aa1d35f44~tplv-resize:640:0.png?psm=motor.rank.data,10997,"[26.58, 29.98]",蔚来,61,大型SUV,纯电动,2025.07,4年或10万公里,26.58,29.98,28.28,4.0,100000.0,高端,中等销量,2,0.0032524395657648475,True
零跑汽车,零跑C11,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/9fe2e951084c42b08cd13db2b3c235d5~tplv-resize:640:0.png?psm=motor.rank.data,10779,"[12.88, 18.58]",零跑汽车,62,中型SUV,增程式,2025.07,4年或12万公里,12.88,18.58,15.73,4.0,120000.0,中端,中等销量,7,0.00012580307508413212,False
AITO,问界M9,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/cba1a983417940e1bc8cc282ffa9b846~tplv-resize:640:0.png?psm=motor.rank.data,10503,"[46.98, 58.98]",赛力斯汽车,63,大型SUV,增程式,2025.03,4年或10万公里,46.98,58.98,52.98,4.0,100000.0,豪华型,中等销量,4,0.0015682834997320747,False
奔驰,奔驰C级,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e8abf034d5504085a9850c7b7632b065~tplv-resize:640:0.png?psm=motor.rank.data,10430,"[26.68, 32.06]",北京奔驰,64,中型车,48V轻混系统,2024.09,3年不限公里,26.68,32.06,29.37,3.0,,高端,中等销量,12,0.0017627065416633905,False
长安启源,长安启源Q07,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4faa862b8d9f453e9d69ac02b418f912~tplv-resize:640:0.png?psm=motor.rank.data,10192,"[11.98, 16.68]",长安启源,65,中型SUV,插电式混合动力,2025.05,6年或15万公里,11.98,16.68,14.33,6.0,150000.0,中端,中等销量,6,0.00013676058352253865,False
捷途,捷途X70,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/b201641562bd47e39c33bd0dc2e0aeb5~tplv-resize:640:0.png?psm=motor.rank.data,10187,"[8.69, 14.99]",奇瑞汽车,66,中型SUV,汽油,2025.01,4年或10万公里,8.69,14.99,11.84,4.0,100000.0,中端,中等销量,5,0.000633528200797463,False
吉利银河,银河E5,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/7dfb9003d5cd4fac8050640893630cc1~tplv-resize:640:0.png?psm=motor.rank.data,10182,"[9.78, 17.98]",吉利银河,67,紧凑型SUV,纯电动,2025.07,6年或15万公里,9.78,17.98,13.879999999999999,6.0,150000.0,中端,中等销量,11,0.0013043219997887936,False
比亚迪,海豹06EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/60d5d7a5220146afa8e26c9f5fcee442~tplv-resize:640:0.png?psm=motor.rank.data,10163,"[10.98, 12.98]",比亚迪,68,中型车,纯电动,2025.06,6年或15万公里,10.98,12.98,11.98,6.0,150000.0,中端,中等销量,41,0.0005326200885143791,False
比亚迪,宋L DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/66452ad192f94bdc901d85a1f50d1ce0~tplv-resize:640:0.png?psm=motor.rank.data,10161,"[11.58, 15.98]",比亚迪,69,中型SUV,插电式混合动力,2025.02,6年或15万公里,11.58,15.98,13.780000000000001,6.0,150000.0,中端,中等销量,41,0.0001213071763896529,False
ARCFOX极狐,极狐T1,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/8c49609f761840fc8742c0a59f12fba7~tplv-resize:640:0.png?psm=motor.rank.data,10096,"[6.28, 8.78]",北汽新能源,70,小型车,纯电动,2025.09,5年或12万公里,6.28,8.78,7.529999999999999,5.0,120000.0,经济型,中等销量,6,0.0004847501221113401,False
吉利银河,银河星耀8 PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9725a30895f04bf1927b06f59f8a4324~tplv-resize:640:0.png?psm=motor.rank.data,10018,"[11.58, 15.58]",吉利银河,71,中大型车,插电式混合动力,2025.05,6年或15万公里,11.58,15.58,13.58,6.0,150000.0,中端,中等销量,11,0.00014849087522070796,False
奇瑞风云,风云A9L,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/e958401ee7684f5bbf5d5a1de1c905d1~tplv-resize:640:0.png?psm=motor.rank.data,10007,"[13.99, 19.79]",奇瑞汽车,72,中大型车,插电式混合动力,2025.07,3年或10万公里,13.99,19.79,16.89,3.0,100000.0,中端,中等销量,4,0.000100117479243907,False
本田,皓影,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/adf3499684444e6d98ae7a0dc8c0edaf~tplv-resize:640:0.png?psm=motor.rank.data,9954,"[14.09, 22.59]",广汽本田,73,紧凑型SUV,汽油,2024.1,3年或10万公里,14.09,22.59,18.34,3.0,100000.0,中端,低销量,26,0.0006998560751548021,False
五菱汽车,五菱缤果,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8a82589d0fbf4119a29b97b77dc96d62~tplv-resize:640:0.png?psm=motor.rank.data,9841,"[5.18, 8.48]",上汽通用五菱,74,小型车,纯电动,2025.04,3年或10万公里,5.18,8.48,6.83,3.0,100000.0,经济型,低销量,14,0.0003427747937838574,False
零跑汽车,零跑B10,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/37728f4ddf574234b6b4cba25ab3e26a~tplv-resize:640:0.png?psm=motor.rank.data,9777,"[9.68, 12.68]",零跑汽车,75,紧凑型SUV,纯电动,2025.04,4年或12万公里,9.68,12.68,11.18,4.0,120000.0,中端,低销量,7,0.0002479564280613325,False
比亚迪,秦L EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/85588b26d46b44a9b56e5291a42dfcd0~tplv-resize:640:0.png?psm=motor.rank.data,9648,"[10.98, 12.98]",比亚迪,76,中型车,纯电动,2025.03,6年或15万公里,10.98,12.98,11.98,6.0,150000.0,中端,低销量,41,0.0005491269900723503,False
长安,长安X5 PLUS,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/cd244d8b1ce74e41adac4d863c8e6350~tplv-resize:640:0.png?psm=motor.rank.data,9643,"[5.99, 8.39]",长安汽车,77,紧凑型SUV,汽油,2025.08,3年或10万公里,5.99,8.39,7.19,3.0,100000.0,经济型,低销量,14,0.00032776253823068924,False
